driver_id,date,delays_minutes,behavioral_problems,violations_count,accidents_count,rating,route_id,vehicle_id,shift
D001,2025-03-10,28,0,0,0,4.33,R01,V16,afternoon
D001,2025-03-11,15,1,1,0,4.52,R01,V16,afternoon
D001,2025-03-12,21,0,0,2,3.31,R01,V16,morning
D001,2025-03-13,18,0,0,0,4.56,R01,V16,night
D001,2025-03-14,15,1,1,0,4.62,R01,V16,night
D001,2025-03-15,19,1,0,0,4.11,R01,V16,afternoon
D001,2025-03-16,17,0,0,0,4.09,R01,V16,night
D001,2025-03-17,30,0,0,0,4.18,R01,V16,night
D001,2025-03-18,20,1,1,0,4.26,R01,V16,morning
D001,2025-03-19,25,0,0,0,4.39,R01,V16,afternoon
D001,2025-03-20,28,0,0,0,4.36,R01,V16,afternoon
D001,2025-03-21,19,0,0,0,4.24,R01,V16,night
D001,2025-03-22,22,2,1,0,4.45,R01,V16,afternoon
D001,2025-03-23,19,0,0,2,2.89,R01,V16,night
D001,2025-03-24,27,0,0,0,4.5,R01,V16,afternoon
D001,2025-03-25,10,0,0,0,4.3,R01,V16,night
D001,2025-03-26,23,0,0,0,4.32,R01,V16,afternoon
D001,2025-03-27,20,1,0,0,4.21,R01,V16,morning
D001,2025-03-28,25,0,1,0,4.24,R01,V16,afternoon
D001,2025-03-29,15,0,0,0,4.85,R01,V16,night
D001,2025-03-30,17,1,0,0,4.09,R01,V16,morning
D001,2025-03-31,37,0,0,0,4.47,R01,V16,afternoon
D002,2025-01-01,19,1,0,0,4.24,R06,V01,night
D002,2025-01-02,27,0,0,0,3.88,R06,V01,morning
D002,2025-01-03,21,0,0,0,4.49,R06,V01,afternoon
D002,2025-01-04,17,0,1,0,4.58,R06,V01,night
D002,2025-01-05,22,0,1,0,4.61,R06,V01,afternoon
D002,2025-01-06,40,1,0,0,4.18,R06,V01,afternoon
D002,2025-01-07,16,0,0,0,4.39,R06,V01,night
D002,2025-01-08,18,0,0,0,4.38,R06,V01,morning
D002,2025-01-09,19,0,0,0,4.38,R06,V01,morning
D002,2025-01-10,18,0,1,0,3.87,R06,V01,afternoon
D002,2025-01-11,20,1,0,0,4.2,R06,V01,night
D002,2025-01-12,15,0,0,0,4.6,R06,V01,night
D002,2025-01-13,30,1,0,0,4.57,R06,V01,afternoon
D002,2025-01-14,15,0,1,0,4.75,R06,V01,afternoon
D002,2025-01-15,25,0,1,0,4.45,R06,V01,night
D002,2025-01-16,23,1,0,0,4.41,R06,V01,morning
D002,2025-01-17,14,1,0,0,4.43,R06,V01,afternoon
D002,2025-01-18,21,0,2,0,4.07,R06,V01,night
D002,2025-01-19,21,0,0,0,4.62,R06,V01,morning
D002,2025-01-20,35,0,0,0,4.44,R06,V01,morning
D002,2025-01-21,23,0,2,0,4.09,R06,V01,afternoon
D002,2025-01-22,19,0,1,0,4.1,R06,V01,afternoon
D002,2025-01-23,15,2,2,0,4.22,R06,V01,morning
D002,2025-01-24,23,1,0,0,4.23,R06,V01,night
D002,2025-01-25,13,1,1,1,3.77,R06,V01,afternoon
D002,2025-01-26,21,1,0,0,4.6,R06,V01,morning
D002,2025-01-27,26,0,0,0,4.01,R06,V01,morning
D002,2025-01-28,16,0,1,0,4.07,R06,V01,night
D002,2025-01-29,20,0,0,0,4.56,R06,V01,morning
D002,2025-01-30,20,0,0,0,4.41,R06,V01,afternoon
D002,2025-01-31,12,0,0,0,4.11,R06,V01,night
D002,2025-02-01,20,1,0,0,4.25,R06,V01,afternoon
D002,2025-02-02,17,0,0,0,4.75,R06,V01,afternoon
D002,2025-02-03,21,1,0,0,4.5,R06,V01,night
D002,2025-02-04,19,1,0,0,4.53,R06,V01,night
D002,2025-02-05,16,0,2,0,4.2,R06,V01,morning
D002,2025-02-06,20,1,0,0,4.75,R06,V01,morning
D002,2025-02-07,21,0,0,0,4.46,R06,V01,morning
D002,2025-02-08,17,0,0,0,4.5,R06,V01,night
D002,2025-02-09,20,0,1,0,4.22,R06,V01,night
D002,2025-02-10,30,0,1,0,4.26,R06,V01,night
D002,2025-02-11,11,0,0,0,4.5,R06,V01,morning
D002,2025-02-12,28,0,0,0,4.1,R06,V01,morning
D002,2025-02-13,30,1,0,0,4.1,R06,V01,afternoon
D002,2025-02-14,22,0,1,0,4.38,R06,V01,morning
D002,2025-02-15,20,0,0,0,4.34,R06,V01,night
D002,2025-02-16,19,0,0,0,4.58,R06,V01,morning
D002,2025-02-17,25,0,1,0,4.31,R06,V01,morning
D002,2025-02-18,17,1,0,0,4.56,R06,V01,afternoon
D002,2025-02-19,30,0,0,0,4.62,R06,V01,night
D002,2025-02-20,19,1,0,0,4.31,R06,V01,morning
D002,2025-02-21,25,0,0,0,4.25,R06,V01,night
D002,2025-02-22,20,0,0,0,4.44,R06,V01,afternoon
D002,2025-02-23,19,0,1,0,4.11,R06,V01,afternoon
D002,2025-02-24,21,1,0,0,4.46,R06,V01,morning
D002,2025-02-25,17,1,0,0,4.38,R06,V01,afternoon
D002,2025-02-26,21,2,0,0,4.73,R06,V01,night
D002,2025-02-27,19,0,0,0,4.56,R06,V01,night
D002,2025-02-28,19,1,1,0,4.34,R06,V01,night
D002,2025-03-01,15,0,0,0,4.29,R06,V01,morning
D002,2025-03-02,24,0,0,0,4.36,R06,V01,morning
D002,2025-03-03,34,1,1,0,4.27,R06,V01,night
D002,2025-03-04,20,0,0,0,4.31,R06,V01,afternoon
D002,2025-03-05,14,1,0,0,4.64,R06,V01,night
D002,2025-03-06,14,2,0,0,4.16,R06,V01,afternoon
D002,2025-03-07,22,0,0,0,4.9,R06,V01,morning
D002,2025-03-08,23,0,0,0,4.38,R06,V01,morning
D002,2025-03-09,21,0,0,0,4.59,R06,V01,afternoon
D002,2025-03-10,31,1,0,0,4.5,R06,V01,night
D002,2025-03-11,20,0,1,0,4.07,R06,V01,night
D002,2025-03-12,22,0,0,0,4.5,R06,V01,morning
D002,2025-03-13,26,0,0,0,4.46,R06,V01,morning
D002,2025-03-14,21,0,2,0,3.77,R06,V01,afternoon
D002,2025-03-15,25,0,1,1,3.85,R06,V01,morning
D002,2025-03-16,30,0,1,1,3.22,R06,V01,night
D002,2025-03-17,26,0,0,0,4.71,R06,V01,afternoon
D002,2025-03-18,26,0,0,0,4.41,R06,V01,afternoon
D002,2025-03-19,28,0,0,0,4.23,R06,V01,night
D002,2025-03-20,22,0,0,0,4.76,R06,V01,morning
D002,2025-03-21,23,0,0,0,4.38,R06,V01,morning
D002,2025-03-22,21,0,0,0,4.49,R06,V01,night
D002,2025-03-23,22,1,0,0,4.57,R06,V01,afternoon
D002,2025-03-24,25,0,0,0,4.31,R06,V01,afternoon
D002,2025-03-25,20,1,3,0,3.61,R06,V01,night
D002,2025-03-26,25,0,0,1,3.24,R06,V01,morning
D002,2025-03-27,14,1,1,0,4.42,R06,V01,afternoon
D002,2025-03-28,19,0,0,0,4.11,R06,V01,morning
D002,2025-03-29,19,0,0,0,4.05,R06,V01,morning
D002,2025-03-30,19,1,1,0,4.16,R06,V01,morning
D002,2025-03-31,25,1,0,0,4.54,R06,V01,afternoon
D003,2025-01-01,15,0,1,0,4.52,R01,V17,morning
D003,2025-01-02,17,1,0,1,3.53,R01,V17,night
D003,2025-01-03,29,2,1,0,3.71,R01,V17,afternoon
D003,2025-01-04,18,0,0,0,4.5,R01,V17,afternoon
D003,2025-01-05,19,0,0,0,4.05,R01,V17,morning
D003,2025-01-06,23,0,2,0,4.11,R01,V17,night
D003,2025-01-07,15,0,1,0,4.26,R01,V17,night
D003,2025-01-08,18,1,0,0,4.38,R01,V17,afternoon
D003,2025-01-09,20,0,0,0,4.58,R01,V17,night
D003,2025-01-10,23,0,1,0,4.36,R01,V17,morning
D003,2025-01-11,20,0,1,0,4.39,R01,V17,night
D003,2025-01-12,16,1,0,1,3.77,R01,V17,afternoon
D003,2025-01-13,34,1,1,0,4.62,R01,V17,afternoon
D003,2025-01-14,18,0,1,0,4.04,R01,V17,afternoon
D003,2025-01-15,23,0,0,0,4.37,R01,V17,night
D003,2025-01-16,15,1,0,0,4.6,R01,V17,morning
D003,2025-01-17,15,0,0,0,4.32,R01,V17,afternoon
D003,2025-01-18,21,0,0,0,4.19,R01,V17,morning
D003,2025-01-19,25,0,1,0,4.26,R01,V17,afternoon
D003,2025-01-20,24,0,0,0,4.51,R01,V17,afternoon
D003,2025-01-21,17,1,0,0,4.37,R01,V17,morning
D003,2025-01-22,24,0,0,0,4.53,R01,V17,night
D003,2025-01-23,19,0,0,0,4.23,R01,V17,morning
D003,2025-01-24,17,1,0,0,4.27,R01,V17,night
D003,2025-01-25,17,1,0,0,4.16,R01,V17,morning
D003,2025-01-26,15,0,1,0,4.18,R01,V17,night
D003,2025-01-27,33,0,0,1,3.45,R01,V17,night
D003,2025-01-28,18,0,0,0,3.99,R01,V17,morning
D003,2025-01-29,20,0,0,0,3.95,R01,V17,morning
D003,2025-01-30,15,0,0,0,4.29,R01,V17,morning
D003,2025-01-31,19,0,0,0,4.65,R01,V17,afternoon
D003,2025-02-01,16,0,0,0,4.39,R01,V17,afternoon
D003,2025-02-02,24,0,0,0,4.27,R01,V17,afternoon
D003,2025-02-03,23,0,0,0,4.42,R01,V17,afternoon
D003,2025-02-04,24,0,2,0,4.42,R01,V17,afternoon
D003,2025-02-05,22,1,0,0,4.61,R01,V17,morning
D003,2025-02-06,26,0,1,0,4.43,R01,V17,night
D003,2025-02-07,20,0,0,0,4.32,R01,V17,morning
D003,2025-02-08,16,0,0,0,4.51,R01,V17,afternoon
D003,2025-02-09,22,1,1,0,4.17,R01,V17,night
D003,2025-02-10,35,0,1,0,4.11,R01,V17,night
D003,2025-02-11,16,0,0,0,4.56,R01,V17,morning
D003,2025-02-12,26,0,0,0,4.08,R01,V17,afternoon
D003,2025-02-13,16,0,1,0,4.11,R01,V17,night
D003,2025-02-14,23,0,1,0,4.36,R01,V17,morning
D003,2025-02-15,26,0,0,0,4.19,R01,V17,morning
D003,2025-02-16,18,0,0,0,4.3,R01,V17,morning
D003,2025-02-17,18,0,1,0,4.31,R01,V17,night
D003,2025-02-18,22,0,0,0,4.14,R01,V17,morning
D003,2025-02-19,24,1,0,0,4.54,R01,V17,morning
D003,2025-02-20,26,0,1,0,4.17,R01,V17,morning
D003,2025-02-21,21,0,0,0,4.21,R01,V17,morning
D003,2025-02-22,14,0,0,0,4.23,R01,V17,morning
D003,2025-02-23,13,0,0,0,4.39,R01,V17,afternoon
D003,2025-02-24,29,0,0,0,4.44,R01,V17,night
D003,2025-02-25,20,0,0,0,3.93,R01,V17,afternoon
D003,2025-02-26,28,0,0,1,3.99,R01,V17,morning
D003,2025-02-27,24,0,0,0,4.29,R01,V17,morning
D003,2025-02-28,15,0,0,0,4.46,R01,V17,morning
D003,2025-03-01,27,0,1,1,3.69,R01,V17,morning
D003,2025-03-02,17,2,2,0,4.36,R01,V17,night
D003,2025-03-03,25,0,3,0,4.18,R01,V17,night
D003,2025-03-04,21,0,0,0,4.24,R01,V17,afternoon
D003,2025-03-05,14,1,1,0,4.27,R01,V17,morning
D003,2025-03-06,17,0,0,0,4.53,R01,V17,night
D003,2025-03-07,15,0,0,0,4.64,R01,V17,afternoon
D003,2025-03-08,27,0,0,0,4.44,R01,V17,night
D003,2025-03-09,22,0,0,1,4.17,R01,V17,morning
D003,2025-03-10,26,0,0,0,4.42,R01,V17,morning
D003,2025-03-11,22,0,1,0,4.16,R01,V17,afternoon
D003,2025-03-12,21,0,0,0,4.51,R01,V17,morning
D003,2025-03-13,16,1,0,0,4.47,R01,V17,morning
D003,2025-03-14,21,0,0,0,4.12,R01,V17,night
D003,2025-03-15,20,0,0,1,3.97,R01,V17,morning
D003,2025-03-16,16,1,1,0,4.1,R01,V17,night
D003,2025-03-17,24,0,1,0,4.12,R01,V17,morning
D003,2025-03-18,12,1,1,0,4.15,R01,V17,morning
D003,2025-03-19,30,0,0,0,4.33,R01,V17,afternoon
D003,2025-03-20,15,0,0,0,4.35,R01,V17,night
D003,2025-03-21,20,0,0,0,4.57,R01,V17,afternoon
D003,2025-03-22,13,0,0,0,4.34,R01,V17,morning
D003,2025-03-23,20,0,0,0,4.26,R01,V17,afternoon
D003,2025-03-24,20,1,1,0,4.38,R01,V17,afternoon
D003,2025-03-25,21,0,0,1,4.05,R01,V17,afternoon
D003,2025-03-26,18,0,1,0,4.65,R01,V17,night
D003,2025-03-27,20,0,0,0,4.26,R01,V17,morning
D003,2025-03-28,17,1,1,0,4.24,R01,V17,night
D003,2025-03-29,15,0,0,0,4.35,R01,V17,night
D003,2025-03-30,15,0,0,0,4.82,R01,V17,afternoon
D003,2025-03-31,26,1,0,0,4.55,R01,V17,afternoon
D004,2025-01-01,14,1,1,0,4.22,R06,V10,afternoon
D004,2025-01-02,15,0,0,0,4.43,R06,V10,night
D004,2025-01-03,28,0,0,0,4.34,R06,V10,night
D004,2025-01-04,17,0,0,0,4.25,R06,V10,morning
D004,2025-01-05,13,2,0,0,4.35,R06,V10,night
D004,2025-01-06,27,0,1,0,4.6,R06,V10,morning
D004,2025-01-07,24,0,0,0,4.3,R06,V10,night
D004,2025-01-08,26,0,0,0,4.58,R06,V10,afternoon
D004,2025-01-09,17,0,0,0,4.48,R06,V10,night
D004,2025-01-10,18,0,0,0,4.47,R06,V10,afternoon
D004,2025-01-11,18,0,0,0,4.9,R06,V10,morning
D004,2025-01-12,14,0,0,0,4.43,R06,V10,night
D004,2025-01-13,38,0,0,0,4.16,R06,V10,morning
D004,2025-01-14,11,0,0,0,4.24,R06,V10,night
D004,2025-01-15,27,0,0,0,4.24,R06,V10,afternoon
D004,2025-01-16,19,0,0,0,4.99,R06,V10,morning
D004,2025-01-17,17,0,0,0,4.5,R06,V10,night
D004,2025-01-18,23,0,0,0,4.45,R06,V10,morning
D004,2025-01-19,14,0,0,0,4.26,R06,V10,afternoon
D004,2025-01-20,24,0,0,0,4.36,R06,V10,afternoon
D004,2025-01-21,18,1,1,0,4.24,R06,V10,night
D004,2025-01-22,11,0,0,1,3.68,R06,V10,night
D004,2025-01-23,14,1,0,0,4.29,R06,V10,afternoon
D004,2025-01-24,16,0,0,0,4.18,R06,V10,night
D004,2025-01-25,23,0,0,0,4.23,R06,V10,morning
D004,2025-01-26,21,0,0,0,4.27,R06,V10,morning
D004,2025-01-27,27,0,0,0,4.44,R06,V10,morning
D004,2025-01-28,12,0,0,0,4.57,R06,V10,afternoon
D004,2025-01-29,24,0,1,0,4.49,R06,V10,morning
D004,2025-01-30,15,0,0,0,4.66,R06,V10,morning
D004,2025-01-31,14,0,0,0,4.64,R06,V10,afternoon
D004,2025-02-01,15,0,0,0,4.63,R06,V10,morning
D004,2025-02-02,13,0,0,0,4.36,R06,V10,night
D004,2025-02-03,33,1,0,1,4.04,R06,V10,afternoon
D004,2025-02-04,26,0,0,0,4.84,R06,V10,afternoon
D004,2025-02-05,19,0,0,0,4.53,R06,V10,afternoon
D004,2025-02-06,26,1,0,0,4.45,R06,V10,afternoon
D004,2025-02-07,23,0,0,0,4.37,R06,V10,morning
D004,2025-02-08,17,0,0,0,4.56,R06,V10,night
D004,2025-02-09,16,1,0,0,4.24,R06,V10,night
D004,2025-02-10,27,0,0,0,4.31,R06,V10,morning
D004,2025-02-11,28,0,0,0,4.32,R06,V10,morning
D004,2025-02-12,23,0,0,0,4.35,R06,V10,night
D004,2025-02-13,21,0,0,1,4.04,R06,V10,night
D004,2025-02-14,15,0,0,0,4.35,R06,V10,afternoon
D004,2025-02-15,21,0,0,0,4.28,R06,V10,afternoon
D004,2025-02-16,22,0,0,0,4.34,R06,V10,night
D004,2025-02-17,31,0,0,0,4.6,R06,V10,night
D004,2025-02-18,21,1,0,0,4.36,R06,V10,morning
D004,2025-02-19,10,1,0,0,4.82,R06,V10,afternoon
D004,2025-02-20,13,1,1,0,4.01,R06,V10,night
D004,2025-02-21,19,0,2,0,4.39,R06,V10,night
D004,2025-02-22,20,1,0,0,4.34,R06,V10,afternoon
D004,2025-02-23,29,0,0,0,4.02,R06,V10,night
D004,2025-02-24,20,0,1,0,4.17,R06,V10,afternoon
D004,2025-02-25,21,0,0,0,4.48,R06,V10,morning
D004,2025-02-26,22,0,0,0,4.78,R06,V10,night
D004,2025-02-27,24,0,0,0,4.57,R06,V10,afternoon
D004,2025-02-28,18,1,0,0,4.58,R06,V10,night
D004,2025-03-01,21,0,0,0,4.66,R06,V10,morning
D004,2025-03-02,19,0,0,0,4.5,R06,V10,night
D004,2025-03-03,26,1,0,0,4.28,R06,V10,afternoon
D004,2025-03-04,23,0,0,0,4.76,R06,V10,night
D004,2025-03-05,28,0,1,0,4.21,R06,V10,morning
D004,2025-03-06,18,0,0,0,4.46,R06,V10,night
D004,2025-03-07,14,2,1,0,4.28,R06,V10,afternoon
D004,2025-03-08,19,0,0,0,4.08,R06,V10,night
D004,2025-03-09,18,0,1,0,3.91,R06,V10,afternoon
D004,2025-03-10,23,1,2,1,3.65,R06,V10,night
D004,2025-03-11,18,0,0,0,4.46,R06,V10,afternoon
D004,2025-03-12,22,0,0,0,4.69,R06,V10,afternoon
D004,2025-03-13,23,0,0,0,4.42,R06,V10,morning
D004,2025-03-14,23,1,0,0,4.55,R06,V10,afternoon
D004,2025-03-15,19,0,0,0,4.32,R06,V10,night
D004,2025-03-16,25,0,0,0,4.2,R06,V10,afternoon
D004,2025-03-17,18,0,0,0,4.35,R06,V10,night
D004,2025-03-18,20,0,0,0,4.75,R06,V10,morning
D004,2025-03-19,15,0,0,0,4.28,R06,V10,afternoon
D004,2025-03-20,16,2,1,0,4.58,R06,V10,afternoon
D004,2025-03-21,18,0,0,0,4.23,R06,V10,morning
D004,2025-03-22,23,0,1,0,4.79,R06,V10,morning
D004,2025-03-23,16,1,1,0,4.15,R06,V10,morning
D004,2025-03-24,28,0,0,0,4.1,R06,V10,night
D004,2025-03-25,14,0,1,0,4.63,R06,V10,night
D004,2025-03-26,17,0,0,0,4.53,R06,V10,night
D004,2025-03-27,25,0,1,0,4.33,R06,V10,morning
D004,2025-03-28,20,1,0,0,4.41,R06,V10,afternoon
D004,2025-03-29,26,0,0,0,4.22,R06,V10,night
D004,2025-03-30,13,0,0,0,4.41,R06,V10,morning
D004,2025-03-31,26,0,0,0,4.6,R06,V10,night
D005,2025-01-01,22,0,0,0,4.34,R08,V03,afternoon
D005,2025-01-02,18,2,0,0,4.42,R08,V03,night
D005,2025-01-03,18,0,2,0,4.06,R08,V03,morning
D005,2025-01-04,18,0,0,0,4.58,R08,V03,morning
D005,2025-01-05,9,0,0,0,4.22,R08,V03,morning
D005,2025-01-06,24,0,0,1,3.98,R08,V03,night
D005,2025-01-07,16,0,0,0,4.59,R08,V03,morning
D005,2025-01-08,22,0,0,0,4.52,R08,V03,night
D005,2025-01-09,24,0,0,0,4.5,R08,V03,night
D005,2025-01-10,18,0,0,0,4.41,R08,V03,morning
D005,2025-01-11,29,0,0,0,4.5,R08,V03,night
D005,2025-01-12,17,0,0,0,4.24,R08,V03,afternoon
D005,2025-01-13,38,0,0,0,4.07,R08,V03,night
D005,2025-01-14,17,0,0,0,4.14,R08,V03,morning
D005,2025-01-15,21,0,0,0,4.55,R08,V03,afternoon
D005,2025-01-16,14,1,1,0,4.54,R08,V03,morning
D005,2025-01-17,16,1,0,0,4.68,R08,V03,afternoon
D005,2025-01-18,21,0,0,0,4.61,R08,V03,afternoon
D005,2025-01-19,15,1,1,0,4.37,R08,V03,morning
D005,2025-01-20,17,0,0,0,4.21,R08,V03,night
D005,2025-01-21,21,0,0,0,4.05,R08,V03,night
D005,2025-01-22,12,0,0,1,3.69,R08,V03,morning
D005,2025-01-23,17,2,0,0,4.53,R08,V03,morning
D005,2025-01-24,27,0,0,0,4.26,R08,V03,morning
D005,2025-01-25,33,0,0,0,4.53,R08,V03,night
D005,2025-01-26,21,0,0,0,4.64,R08,V03,morning
D005,2025-01-27,28,0,0,0,4.39,R08,V03,morning
D005,2025-01-28,17,0,0,0,4.61,R08,V03,afternoon
D005,2025-01-29,21,1,0,0,4.58,R08,V03,night
D005,2025-01-30,20,1,0,1,3.27,R08,V03,afternoon
D005,2025-01-31,23,0,1,0,4.31,R08,V03,morning
D005,2025-02-01,26,0,0,0,4.63,R08,V03,morning
D005,2025-02-02,13,0,0,0,4.02,R08,V03,morning
D005,2025-02-03,25,0,0,0,4.39,R08,V03,afternoon
D005,2025-02-04,24,1,0,0,4.81,R08,V03,night
D005,2025-02-05,15,0,0,0,4.5,R08,V03,morning
D005,2025-02-06,19,0,1,0,4.28,R08,V03,morning
D005,2025-02-07,21,0,0,0,4.46,R08,V03,night
D005,2025-02-08,21,0,0,0,4.32,R08,V03,night
D005,2025-02-09,15,1,0,0,4.83,R08,V03,afternoon
D005,2025-02-10,25,0,0,0,4.87,R08,V03,morning
D005,2025-02-11,24,0,0,0,4.62,R08,V03,afternoon
D005,2025-02-12,27,0,1,0,4.26,R08,V03,afternoon
D005,2025-02-13,24,0,0,0,4.62,R08,V03,morning
D005,2025-02-14,29,0,0,0,4.64,R08,V03,afternoon
D005,2025-02-15,15,0,0,0,4.54,R08,V03,afternoon
D005,2025-02-16,18,0,0,0,4.41,R08,V03,afternoon
D005,2025-02-17,39,1,1,0,4.74,R08,V03,night
D005,2025-02-18,18,1,0,1,3.51,R08,V03,morning
D005,2025-02-19,26,0,0,0,4.61,R08,V03,night
D005,2025-02-20,15,1,0,0,4.21,R08,V03,morning
D005,2025-02-21,14,0,0,0,4.29,R08,V03,night
D005,2025-02-22,12,1,1,0,4.25,R08,V03,morning
D005,2025-02-23,18,0,0,0,4.17,R08,V03,night
D005,2025-02-24,22,1,0,0,4.56,R08,V03,morning
D005,2025-02-25,23,0,0,0,4.46,R08,V03,morning
D005,2025-02-26,28,0,2,0,4.2,R08,V03,morning
D005,2025-02-27,13,0,0,0,4.84,R08,V03,morning
D005,2025-02-28,18,0,0,0,4.6,R08,V03,morning
D005,2025-03-01,23,0,1,0,4.19,R08,V03,night
D005,2025-03-02,19,0,0,0,4.41,R08,V03,afternoon
D005,2025-03-03,24,0,0,0,4.28,R08,V03,night
D005,2025-03-04,17,0,0,0,4.44,R08,V03,morning
D005,2025-03-05,17,0,0,0,4.29,R08,V03,afternoon
D005,2025-03-06,21,0,0,0,4.34,R08,V03,night
D005,2025-03-07,16,1,1,0,4.29,R08,V03,afternoon
D005,2025-03-08,23,0,1,0,4.39,R08,V03,afternoon
D005,2025-03-09,13,0,0,0,4.24,R08,V03,afternoon
D005,2025-03-10,27,0,0,0,4.59,R08,V03,morning
D005,2025-03-11,24,1,0,0,4.39,R08,V03,night
D005,2025-03-12,10,0,0,0,4.63,R08,V03,night
D005,2025-03-13,21,0,0,0,4.64,R08,V03,night
D005,2025-03-14,12,0,0,0,4.28,R08,V03,afternoon
D005,2025-03-15,25,1,1,0,4.37,R08,V03,afternoon
D005,2025-03-16,16,1,0,0,4.5,R08,V03,morning
D005,2025-03-17,34,0,0,0,4.2,R08,V03,afternoon
D005,2025-03-18,21,0,0,0,4.19,R08,V03,morning
D005,2025-03-19,20,0,0,0,4.31,R08,V03,morning
D005,2025-03-20,17,0,0,0,4.35,R08,V03,afternoon
D005,2025-03-21,22,0,0,0,4.54,R08,V03,night
D005,2025-03-22,15,1,0,0,4.63,R08,V03,morning
D005,2025-03-23,21,1,0,0,4.38,R08,V03,morning
D005,2025-03-24,21,1,1,0,3.99,R08,V03,morning
